"code","region","name","type_1_departments_major_a_e_4","type_2_departments_single_specialty_5","type_3_departments_other_a_e_minor_injury_unit_6","total_attendances","type_1_departments_major_a_e_8","type_2_departments_single_specialty_9","type_3_departments_other_a_e_minor_injury_unit_10","total_attendances_4_hours","type_1_departments_major_a_e_12","type_2_departments_single_specialty_13","type_3_departments_other_a_e_minor_injury_unit_14","total_attendances_4_hours_2","percentage_in_4_hours_or_less_all","percentage_in_4_hours_or_less_type_1","percentage_in_4_hours_or_less_type_2","percentage_in_4_hours_or_less_type_3","emergency_admissions_via_type_1_a_e","emergency_admissions_via_type_2_a_e","emergency_admissions_via_type_3_and_4_a_e","total_emergency_admissions_via_a_e","other_emergency_admissions_i_e_not_via_a_e","total_emergency_admissions","number_of_patients_spending_4_hours_from_decision_to_admit_to_admission","number_of_patients_spending_12_hours_from_decision_to_admit_to_admission","x28","month"
"RTX","NHS England North West","University Hospitals Of Morecambe Bay NHS Foundation Trust",8150,77,2413,10640,6662,77,2306,9045,1488,0,107,1595,0.850093984962406,0.817423312883436,1,0.955656858682138,2072,0,54,2126,922,3048,102,2,"Healthier Lancashire and South Cumbria",2019-08-01
"RWW","NHS England North West","Warrington And Halton Hospitals NHS Foundation Trust",6941,0,2481,9422,5541,0,2465,8006,1400,0,16,1416,0.849713436637657,0.798299956778562,NA,0.993550987505038,2947,0,0,2947,367,3314,709,0,"Healthier Lancashire and South Cumbria",2019-08-01
"RY7","NHS England North West","Wirral Community Health And Care NHS Foundation Trust",0,0,5138,5138,0,0,5127,5127,0,0,11,11,0.997859089139743,NA,NA,0.997859089139743,0,0,0,0,0,0,0,0,"Healthier Lancashire and South Cumbria",2019-08-01
"RBL","NHS England North West","Wirral University Teaching Hospital NHS Foundation Trust",7407,0,3781,11188,5155,0,3780,8935,2252,0,1,2253,0.798623525205577,0.695963277980289,NA,0.999735519703782,2134,0,0,2134,1727,3861,733,1,"Healthier Lancashire and South Cumbria",2019-08-01
"RRF","NHS England North West","Wrightington, Wigan And Leigh NHS Foundation Trust",7336,0,4940,12276,6145,0,4908,11053,1191,0,32,1223,0.900374714890844,0.837649945474373,NA,0.993522267206478,2732,0,0,2732,323,3055,432,0,"Healthier Lancashire and South Cumbria",2019-08-01
"RTK","NHS England South East","Ashford And St Peter's Hospitals NHS Foundation Trust",9180,0,0,9180,7448,0,0,7448,1732,0,0,1732,0.811328976034858,0.811328976034858,NA,NA,1980,0,0,1980,369,2349,261,4,"Frimley Health & Care Ics (STP)",2019-08-01
"NTV0B","NHS England South East","Ashford Walk-In-Centre",0,0,3375,3375,0,0,3360,3360,0,0,15,15,0.995555555555556,NA,NA,0.995555555555556,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2019-08-01
"NQT10","NHS England South East","Assura Reading Llp",0,0,3330,3330,0,0,3211,3211,0,0,119,119,0.964264264264264,NA,NA,0.964264264264264,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2019-08-01
"RWX","NHS England South East","Berkshire Healthcare NHS Foundation Trust",0,0,2339,2339,0,0,2339,2339,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Frimley Health & Care Ics (STP)",2019-08-01
"Y04538","NHS England South East","Bracknell Urgent Care Centre Wic",0,0,3601,3601,0,0,3601,3601,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2019-08-01
"RXH","NHS England South East","Brighton And Sussex University Hospitals NHS Trust",13725,1249,0,14974,10349,1238,0,11587,3376,11,0,3387,0.773807933751837,0.754025500910747,0.991192954363491,NA,4033,30,0,4063,410,4473,895,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019-08-01
"Y02676","NHS England South East","Brighton Station Health Centre",0,0,2251,2251,0,0,2251,2251,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019-08-01
"RXQ","NHS England South East","Buckinghamshire Healthcare NHS Trust",6939,1239,5256,13434,4828,1239,5136,11203,2111,0,120,2231,0.833928837278547,0.695777489551809,1,0.977168949771689,3216,731,0,3947,750,4697,637,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019-08-01
"RN7","NHS England South East","Dartford And Gravesham NHS Trust",9031,0,1854,10885,6555,0,1850,8405,2476,0,4,2480,0.772163527790537,0.725833241058576,NA,0.997842502696872,2212,0,0,2212,247,2459,554,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019-08-01
"Y00751","NHS England South East","East Berks Primary Care Ooh(Wam)",0,0,4275,4275,0,0,4261,4261,0,0,14,14,0.99672514619883,NA,NA,0.99672514619883,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2019-08-01
"RVV","NHS England South East","East Kent Hospitals University NHS Foundation Trust",15629,0,3871,19500,11786,0,3867,15653,3843,0,4,3847,0.802717948717949,0.754110947597415,NA,0.998966675277706,5126,0,220,5346,1319,6665,542,0,"Hampshire and The Isle of Wight STP",2019-08-01
"RXC","NHS England South East","East Sussex Healthcare NHS Trust",11338,0,969,12307,9929,0,969,10898,1409,0,0,1409,0.885512310067441,0.875727641559358,NA,1,3533,0,0,3533,781,4314,147,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019-08-01
"Y02816","NHS England South East","Eastbourne Station Health Centre",0,0,1831,1831,0,0,1831,1831,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019-08-01
"NDJ","NHS England South East","First Community Health And Care Cic",0,0,1724,1724,0,0,1724,1724,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2019-08-01
"RDU","NHS England South East","Frimley Health NHS Foundation Trust",19675,0,0,19675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5142,0,0,5142,1708,6850,247,0,"Hampshire and The Isle of Wight STP",2019-08-01
"RN5","NHS England South East","Hampshire Hospitals NHS Foundation Trust",10183,0,1065,11248,7927,0,1063,8990,2256,0,2,2258,0.79925320056899,0.778454286556025,NA,0.9981220657277,3004,0,0,3004,1025,4029,1133,3,"Frimley Health & Care Ics (STP)",2019-08-01
"NDA57","NHS England South East","Haslemere Minor Injuries Unit",0,0,624,624,0,0,616,616,0,0,8,8,0.987179487179487,NA,NA,0.987179487179487,2,0,0,2,1,3,0,0,"Kent and Medway STP",2019-08-01
"Y03051","NHS England South East","Hastings Med P & Walkin",0,0,2024,2024,0,0,2024,2024,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2019-08-01
"R1F","NHS England South East","Isle Of Wight NHS Trust",4445,0,1097,5542,3059,0,1097,4156,1386,0,0,1386,0.749909779862865,0.688188976377953,NA,1,910,0,0,910,269,1179,442,27,"Kent and Medway STP",2019-08-01
"RYY","NHS England South East","Kent Community Health NHS Foundation Trust",0,0,7473,7473,0,0,7440,7440,0,0,33,33,0.995584102769972,NA,NA,0.995584102769972,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2019-08-01
"RWF","NHS England South East","Maidstone And Tunbridge Wells NHS Trust",13909,0,3420,17329,12182,0,3419,15601,1727,0,1,1728,0.900282762998442,0.875835789776404,NA,0.999707602339181,4257,0,0,4257,627,4884,481,0,"Sussex and East Surrey STP",2019-08-01
"RPA","NHS England South East","Medway NHS Foundation Trust",7897,0,3127,11024,5852,0,2387,8239,2045,0,740,2785,0.747369375907112,0.741040901608206,NA,0.763351455068756,1909,0,0,1909,1403,3312,783,1,"Sussex and East Surrey STP",2019-08-01
"RNU","NHS England South East","Oxford Health NHS Foundation Trust",0,0,2884,2884,0,0,2791,2791,0,0,93,93,0.967753120665742,NA,NA,0.967753120665742,0,0,0,0,0,0,0,0,"Surrey Heartlands Health & Care Partnership (STP)",2019-08-01
"RTH","NHS England South East","Oxford University Hospitals NHS Foundation Trust",11523,1678,423,13624,9357,1678,421,11456,2166,0,2,2168,0.840869054609513,0.812028117677688,1,0.995271867612293,3340,95,12,3447,3599,7046,406,0,"Surrey Heartlands Health & Care Partnership (STP)",2019-08-01
"AQN04","NHS England South East","Phl Lymington Utc",0,0,3211,3211,0,0,3144,3144,0,0,67,67,0.979134226097789,NA,NA,0.979134226097789,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2019-08-01
"RHU","NHS England South East","Portsmouth Hospitals NHS Trust",9964,813,2023,12800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3404,0,0,3404,1450,4854,812,0,"Surrey Heartlands Health & Care Partnership (STP)",2019-08-01
"RPC","NHS England South East","Queen Victoria Hospital NHS Foundation Trust",0,0,1123,1123,0,0,1123,1123,0,0,0,0,1,NA,NA,1,0,0,17,17,360,377,0,0,"Kent and Medway STP",2019-08-01
"RHW","NHS England South East","Royal Berkshire NHS Foundation Trust",9412,1963,627,12002,8000,1854,627,10481,1412,109,0,1521,0.873271121479753,0.849978750531237,0.944472745797249,1,2923,0,0,2923,468,3391,215,0,"Sussex and East Surrey STP",2019-08-01
"RA2","NHS England South East","Royal Surrey County Hospital NHS Foundation Trust",6352,0,0,6352,5338,0,0,5338,1014,0,0,1014,0.84036523929471,0.84036523929471,NA,NA,2317,0,0,2317,512,2829,12,0,"Sussex and East Surrey STP",2019-08-01
"NTP11","NHS England South East","Southampton NHS Treatment Centre",0,0,4809,4809,0,0,4807,4807,0,0,2,2,0.999584113121231,NA,NA,0.999584113121231,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2019-08-01
"RW1","NHS England South East","Southern Health NHS Foundation Trust",0,0,822,822,0,0,822,822,0,0,0,0,1,NA,NA,1,0,0,3,3,193,196,0,0,"Kent and Medway STP",2019-08-01
"NTPAD","NHS England South East","St Mary's NHS Treatment Centre",0,0,5283,5283,0,0,5124,5124,0,0,159,159,0.969903463940943,NA,NA,0.969903463940943,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2019-08-01
"RTP","NHS England South East","Surrey And Sussex Healthcare NHS Trust",8695,0,773,9468,7809,0,773,8582,886,0,0,886,0.906421630756232,0.898102357676826,NA,1,2557,0,0,2557,737,3294,436,0,"Kent and Medway STP",2019-08-01
"RDR","NHS England South East","Sussex Community NHS Foundation Trust",0,0,10653,10653,0,0,10582,10582,0,0,71,71,0.993335210738759,NA,NA,0.993335210738759,0,0,0,0,3,3,2,2,"Surrey Heartlands Health & Care Partnership (STP)",2019-08-01
"RHM","NHS England South East","University Hospital Southampton NHS Foundation Trust",9482,1597,0,11079,7617,1485,0,9102,1865,112,0,1977,0.821554291903601,0.803311537650285,0.929868503443957,NA,3469,24,0,3493,1848,5341,144,1,"Surrey Heartlands Health & Care Partnership (STP)",2019-08-01
"RYR","NHS England South East","Western Sussex Hospitals NHS Foundation Trust",13499,0,0,13499,11519,0,0,11519,1980,0,0,1980,0.853322468330987,0.853322468330987,NA,NA,3696,0,0,3696,1230,4926,138,0,"Sussex and East Surrey STP",2019-08-01
"G82071","NHS England South East","Whitstable Medical Practice",0,0,3740,3740,0,0,3740,3740,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Kent and Medway STP",2019-08-01
"NTV0W","NHS England South East","Woking Walk In Centre",0,0,3558,3558,0,0,3548,3548,0,0,10,10,0.997189432265318,NA,NA,0.997189432265318,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2019-08-01
"NLW","NHS England South West","Bristol Community Health",0,0,5046,5046,0,0,5036,5036,0,0,10,10,0.998018232263179,NA,NA,0.998018232263179,0,0,0,0,0,0,0,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-08-01
"NLT02","NHS England South West","Clevedon Hospital",0,0,1445,1445,0,0,1445,1445,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Gloucestershire STP",2019-08-01
"RJ8","NHS England South West","Cornwall Partnership NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3,3,19,22,0,0,"Gloucestershire STP",2019-08-01
"RBD","NHS England South West","Dorset County Hospital NHS Foundation Trust",4598,0,5466,10064,3549,0,5463,9012,1049,0,3,1052,0.895468998410175,0.771857329273597,NA,0.999451152579583,1493,0,0,1493,316,1809,17,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-08-01
"RDY","NHS England South West","Dorset Healthcare University NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,5,5,27,32,0,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-08-01
"DD401","NHS England South West","Exmouth Minor Injury Unit",0,0,1577,1577,0,0,1577,1577,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Bristol, North Somerset and South Gloucestershire STP",2019-08-01
"R1J","NHS England South West","Gloucestershire Care Services NHS Trust",0,0,6761,6761,0,0,6712,6712,0,0,49,49,0.992752551397722,NA,NA,0.992752551397722,0,0,0,0,16,16,0,0,"Bristol, North Somerset and South Gloucestershire STP",2019-08-01
"RTE","NHS England South West","Gloucestershire Hospitals NHS Foundation Trust",13267,0,0,13267,11696,0,0,11696,1571,0,0,1571,0.881585889801764,0.881585889801764,NA,NA,3881,0,0,3881,750,4631,337,0,"Gloucestershire STP",2019-08-01
"RN3","NHS England South West","Great Western Hospitals NHS Foundation Trust",7249,0,4648,11897,5407,0,4506,9913,1842,0,142,1984,0.833235269395646,0.745895985653194,NA,0.969449225473322,2385,0,0,2385,1376,3761,438,0,"Bristol, North Somerset and South Gloucestershire STP",2019-08-01
"RVJ","NHS England South West","North Bristol NHS Trust",8420,0,0,8420,7400,0,0,7400,1020,0,0,1020,0.878859857482185,0.878859857482185,NA,NA,3196,0,0,3196,1771,4967,264,0,"Bristol, North Somerset and South Gloucestershire STP",2019-08-01
"RBZ","NHS England South West","Northern Devon Healthcare NHS Trust",4618,0,1382,6000,3741,0,1382,5123,877,0,0,877,0.853833333333333,0.810090948462538,NA,1,1219,0,0,1219,530,1749,119,0,"Bristol, North Somerset and South Gloucestershire STP",2019-08-01
"L83087","NHS England South West","Okehampton Medical Centre",0,0,173,173,0,0,173,173,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-08-01
"NQT5H","NHS England South West","Paulton Memorial Hospital",0,0,755,755,0,0,752,752,0,0,3,3,0.996026490066225,NA,NA,0.996026490066225,0,0,0,0,0,0,0,0,"Bristol, North Somerset and South Gloucestershire STP",2019-08-01
"RD3","NHS England South West","Poole Hospital NHS Foundation Trust",5990,0,2453,8443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715,0,0,1715,1392,3107,76,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-08-01
"REF","NHS England South West","Royal Cornwall Hospitals NHS Trust",7150,0,13994,21144,5527,0,13778,19305,1623,0,216,1839,0.913024971623156,0.773006993006993,NA,0.984564813491496,2463,0,54,2517,1314,3831,458,0,"Dorset STP",2019-08-01
"RH8","NHS England South West","Royal Devon And Exeter NHS Foundation Trust",7955,0,4651,12606,6194,0,4637,10831,1761,0,14,1775,0.859194034586705,0.778629792583281,NA,0.996989894646313,1901,0,0,1901,1445,3346,158,3,"Devon STP",2019-08-01
"RD1","NHS England South West","Royal United Hospitals Bath NHS Foundation Trust",6479,0,943,7422,4467,0,937,5404,2012,0,6,2018,0.728105631905147,0.689458249729897,NA,0.993637327677625,2368,0,4,2372,1250,3622,697,0,"Dorset STP",2019-08-01
"RNZ","NHS England South West","Salisbury NHS Foundation Trust",4329,270,1634,6233,4019,270,1634,5923,310,0,0,310,0.950264720038505,0.928389928389928,1,1,1207,0,0,1207,743,1950,40,0,"Somerset STP",2019-08-01
"RH5","NHS England South West","Somerset Partnership NHS Foundation Trust",0,0,8676,8676,0,0,8606,8606,0,0,70,70,0.991931765790687,NA,NA,0.991931765790687,0,0,0,0,32,32,0,0,"Cornwall and The Isles of Scilly Health & Social Care Partnership (STP)",2019-08-01
"RYF","NHS England South West","South Western Ambulance Service NHS Foundation Trust",0,0,1962,1962,0,0,1949,1949,0,0,13,13,0.993374108053007,NA,NA,0.993374108053007,0,0,0,0,0,0,0,0,"Devon STP",2019-08-01
"RBA","NHS England South West","Taunton And Somerset NHS Foundation Trust",6448,0,0,6448,5259,0,0,5259,1189,0,0,1189,0.815601736972705,0.815601736972705,NA,NA,2024,0,0,2024,1135,3159,40,0,"Devon STP",2019-08-01
"AAH","NHS England South West","Tetbury Hospital Trust Ltd",0,0,179,179,0,0,178,178,0,0,1,1,0.994413407821229,NA,NA,0.994413407821229,0,0,0,0,0,0,0,0,"Dorset STP",2019-08-01
"RDZ","NHS England South West","The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust",7334,1326,905,9565,5727,1326,905,7958,1607,0,0,1607,0.831991636173549,0.78088355604036,1,1,2576,10,0,2586,878,3464,118,0,"Devon STP",2019-08-01
"RA9","NHS England South West","Torbay And South Devon NHS Foundation Trust",6827,0,3914,10741,4602,0,3914,8516,2225,0,0,2225,0.792849827762778,0.674088179288121,NA,1,2479,0,0,2479,688,3167,202,0,"Dorset STP",2019-08-01
"RA7","NHS England South West","University Hospitals Bristol NHS Foundation Trust",9071,2204,0,11275,7391,2168,0,9559,1680,36,0,1716,0.84780487804878,0.814794399735421,0.983666061705989,NA,3008,12,0,3020,855,3875,377,0,"Dorset STP",2019-08-01
"RK9","NHS England South West","University Hospitals Plymouth NHS Trust",8727,225,3571,12523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2907,0,0,2907,1839,4746,278,8,"Cornwall and The Isles of Scilly Health & Social Care Partnership (STP)",2019-08-01
"RA3","NHS England South West","Weston Area Health NHS Trust",4444,0,0,4444,3377,0,0,3377,1067,0,0,1067,0.75990099009901,0.75990099009901,NA,NA,1088,0,0,1088,64,1152,360,11,"Somerset STP",2019-08-01
"AXG","NHS England South West","Wiltshire Health & Care",0,0,3175,3175,0,0,3137,3137,0,0,38,38,0.988031496062992,NA,NA,0.988031496062992,0,0,0,0,0,0,0,0,"Devon STP",2019-08-01
"NLX24","NHS England South West","Yate West Gate Centre",0,0,2399,2399,0,0,2386,2386,0,0,13,13,0.994581075448103,NA,NA,0.994581075448103,0,0,0,0,0,0,0,0,"Somerset STP",2019-08-01
"RA4","NHS England South West","Yeovil District Hospital NHS Foundation Trust",5095,0,0,5095,4891,0,0,4891,204,0,0,204,0.959960745829244,0.959960745829244,NA,NA,1585,0,0,1585,461,2046,2,0,"Devon STP",2019-08-01
"RDD","NHS England East Of England","Basildon And Thurrock University Hospitals NHS Foundation Trust",11997,0,0,11997,11056,0,0,11056,941,0,0,941,0.921563724264399,0.921563724264399,NA,NA,3148,0,0,3148,248,3396,245,0,"Bedfordshire, Luton and Milton Keynes STP",2019-07-01
"RC1","NHS England East Of England","Bedford Hospital NHS Trust",6803,0,1076,7879,5594,0,1076,6670,1209,0,0,1209,0.846554131234928,0.82228428634426,NA,1,2062,0,0,2062,277,2339,82,0,"Hertfordshire and West Essex STP",2019-07-01
"RGT","NHS England East Of England","Cambridge University Hospitals NHS Foundation Trust",10487,0,5424,15911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575,0,20,3595,490,4085,33,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-07-01
"NQ108","NHS England East Of England","Clacton Hospital",0,0,3325,3325,0,0,3323,3323,0,0,2,2,0.999398496240602,NA,NA,0.999398496240602,0,0,0,0,0,0,2,0,"Suffolk and North East Essex STP",2019-07-01
"RWH","NHS England East Of England","East And North Hertfordshire NHS Trust",10113,0,4708,14821,7378,0,4696,12074,2735,0,12,2747,0.814654881586937,0.729556017007812,NA,0.997451146983857,3167,0,0,3167,986,4153,186,0,"Hertfordshire and West Essex STP",2019-07-01
"RDE","NHS England East Of England","East Suffolk And North Essex NHS Foundation Trust",17634,0,5137,22771,14957,0,5111,20068,2677,0,26,2703,0.88129638575381,0.848190994669389,NA,0.99493868016352,4777,0,199,4976,1637,6613,334,0,"Cambridgeshire and Peterborough STP",2019-07-01
"NQ106","NHS England East Of England","Fryatt Hospital",0,0,766,766,0,0,766,766,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Mid and South Essex STP",2019-07-01
"RY4","NHS England East Of England","Hertfordshire Community NHS Trust",0,0,1203,1203,0,0,1182,1182,0,0,21,21,0.982543640897756,NA,NA,0.982543640897756,0,0,0,0,0,0,0,0,"Suffolk and North East Essex STP",2019-07-01
"DT301","NHS England East Of England","Herts Urgent Care (Ascots Lane)",0,0,2407,2407,0,0,2406,2406,0,0,1,1,0.999584545076859,NA,NA,0.999584545076859,0,0,0,0,0,0,0,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-07-01
"RGP","NHS England East Of England","James Paget University Hospitals NHS Foundation Trust",7386,0,324,7710,6319,0,316,6635,1067,0,8,1075,0.860570687418936,0.855537503384782,NA,0.975308641975309,1687,0,0,1687,569,2256,113,1,"Bedfordshire, Luton and Milton Keynes STP",2019-07-01
"RC9","NHS England East Of England","Luton And Dunstable University Hospital NHS Foundation Trust",9440,0,4366,13806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3221,0,0,3221,1034,4255,51,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-07-01
"RQ8","NHS England East Of England","Mid Essex Hospital Services NHS Trust",9294,0,491,9785,7268,0,468,7736,2026,0,23,2049,0.790597853857946,0.782009898859479,NA,0.953156822810591,2312,0,0,2312,712,3024,228,1,"Mid and South Essex STP",2019-07-01
"RD8","NHS England East Of England","Milton Keynes University Hospital NHS Foundation Trust",8092,0,4792,12884,6886,0,4775,11661,1206,0,17,1223,0.905076063334368,0.850963914977756,NA,0.996452420701169,1767,0,0,1767,627,2394,173,0,"Hertfordshire and West Essex STP",2019-07-01
"RM1","NHS England East Of England","Norfolk And Norwich University Hospitals NHS Foundation Trust",11896,0,1431,13327,8278,0,1425,9703,3618,0,6,3624,0.728070833645982,0.69586415601883,NA,0.9958071278826,3115,0,0,3115,1988,5103,847,4,"Bedfordshire, Luton and Milton Keynes STP",2019-07-01
"RGN","NHS England East Of England","North West Anglia NHS Foundation Trust",14043,0,899,14942,11821,0,898,12719,2222,0,1,2223,0.851224735644492,0.841771701203447,NA,0.99888765294772,3729,0,18,3747,1691,5438,167,0,"Mid and South Essex STP",2019-07-01
"NMH01","NHS England East Of England","Norwich Practices Ltd",0,0,5400,5400,0,0,5400,5400,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Suffolk and North East Essex STP",2019-07-01
"Y02428","NHS England East Of England","Putnoe Medical Centre Walk In Centre",0,0,1680,1680,0,0,1680,1680,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Hertfordshire and West Essex STP",2019-07-01
"RAJ","NHS England East Of England","Southend University Hospital NHS Foundation Trust",7561,0,1991,9552,6034,0,1899,7933,1527,0,92,1619,0.830506700167504,0.798042586959397,NA,0.953792064289302,2492,0,382,2874,1237,4111,61,0,"Hertfordshire and West Essex STP",2019-07-01
